CHR Start End Gene TenThousandStart TenThousandEnd
7 44646171 44748665 OGDH 44636171 44758665
7 117350705 117514193 CTTNBP2 117340705 117524193
7 100209725 100213007 MOSPD3 100199725 100223007
7 100218039 100240402 TFR2 100208039 100250402
7 6833765 6866401 CCZ1B 6823765 6876401
7 86825478 86849903 TMEM243 86815478 86859903
7 100240720 100254084 ACTL6B 100230720 100264084
7 117824086 117832878 NAA38 117814086 117842878
7 117854727 117882785 ANKRD7 117844727 117892785
7 7196565 7288282 C1GALT1 7186565 7298282
7 7395834 7575484 COL28A1 7385834 7585484
7 100271154 100276797 GNB2 100261154 100286797
7 119913722 120390385 KCND2 119903722 120400385
7 152341864 152373250 XRCC2 152331864 152383250
7 120427376 120498456 TSPAN12 120417376 120508456
7 86974997 87029111 CROT 86964997 87039111
7 7606503 7648560 MIOS 7596503 7658560
7 44788180 44809477 ZMIZ2 44778180 44819477
7 87031013 87109751 ABCB4 87021013 87119751
7 120590803 120617270 ING3 120580803 120627270
7 152456834 152552463 ACTR3B 152446834 152562463
7 7676149 7758238 RPA3 7666149 7768238
7 44836279 44864163 PPIA 44826279 44874163
7 100277130 100287071 GIGYF1 100267130 100297071
7 87133175 87342611 ABCB1 87123175 87352611
7 120628731 120937498 CPED1 120618731 120947498
7 44866390 44887682 H2AFV 44856390 44897682
7 153584182 154685995 DPP6 153574182 154695995
7 8008425 8133902 GLCCI1 7998425 8143902
7 44915896 44924960 PURB 44905896 44934960
7 8152814 8302317 ICA1 8142814 8312317
7 100303676 100305118 POP7 100293676 100315118
7 100318423 100321323 EPO 100308423 100331323
7 45002261 45018697 MYO1G 44992261 45028697
7 8473585 8792593 NXPH1 8463585 8802593
7 10971578 10979883 NDUFA4 10961578 10989883
7 120965421 120981158 WNT16 120955421 120991158
7 11013499 11209250 PHF14 11003499 11219250
7 120988905 121036418 FAM3C 120978905 121046418
7 121513143 121702090 PTPRZ1 121503143 121712090
7 100331249 100395419 ZAN 100321249 100405419
7 45039074 45116068 CCM2 45029074 45126068
7 87462883 87505672 SLC25A40 87452883 87515672
7 11409984 11871824 THSD7A 11399984 11881824
7 12250867 12282993 TMEM106B 12240867 12292993
7 121715701 121784334 AASS 121705701 121794334
7 154735397 154794794 PAXIP1 154725397 154804794
7 87505531 87538856 DBF4 87495531 87548856
7 121941448 121950745 FEZF1 121931448 121960745
7 12370511 12443567 VWDE 12360511 12453567
7 121958481 122526813 CADPS2 121948481 122536813
7 87563458 87832204 ADAM22 87553458 87842204
7 154862034 154877459 HTR5A 154852034 154887459
7 155089486 155101945 INSIG1 155079486 155111945
7 12610203 12693228 SCIN 12600203 12703228
7 155250824 155257526 EN2 155240824 155267526
7 12726481 12730559 ARL4A 12716481 12740559
7 155437145 155574179 RBM33 155427145 155584179
7 13930853 14031050 ETV1 13920853 14041050
7 122337766 122339210 RNF133 122327766 122349210
7 122341718 122343021 RNF148 122331718 122353021
7 122634759 122635754 TAS2R16 122624759 122645754
7 122753585 122840040 SLC13A1 122743585 122850040
7 100400187 100425121 EPHB4 100390187 100435121
7 123092454 123175131 IQUB 123082454 123185131
7 100424442 100464631 SLC12A9 100414442 100474631
7 14184674 15014402 DGKB 14174674 15024402
7 155592680 155604967 SHH 155582680 155614967
7 156431057 156433348 C7orf13 156421057 156443348
7 156432975 156469824 RNF32 156422975 156479824
7 87834433 87856308 SRI 87824433 87866308
7 15239943 15601640 AGMO 15229943 15611640
7 123177051 123198309 NDUFA5 123167051 123208309
7 15650837 15726437 MEOX2 15640837 15736437
7 16130817 16460947 ISPD 16120817 16470947
7 16501106 16570205 SOSTDC1 16491106 16580205
7 156461646 156685924 LMBR1 156451646 156695924
7 87905744 87936206 STEAP4 87895744 87946206
7 123207064 123277951 ASB15 123197064 123287951
7 88388682 88966346 ZNF804B 88378682 88976346
7 100464760 100471076 TRIP6 100454760 100481076
7 89783689 89794143 STEAP1 89773689 89804143
7 123295861 123304344 LMOD2 123285861 123314344
7 16639401 16685442 ANKMY2 16629401 16695442
7 123321989 123389121 WASL 123311989 123399121
7 89796904 89867451 STEAP2 89786904 89877451
7 16685756 16746148 BZW2 16675756 16756148
7 89874488 89940377 C7orf63 89864488 89950377
7 100472733 100486285 SRRT 100462733 100496285
7 123469037 123517532 HYAL4 123459037 123527532
7 123565286 123611468 SPAM1 123555286 123621468
7 123670973 123673523 TMEM229A 123660973 123683523
7 124386051 124405681 GPR37 124376051 124415681
7 156742417 156765876 NOM1 156732417 156775876
7 124462440 124570037 POT1 124452440 124580037
7 156786745 156803345 MNX1 156776745 156813345
7 156931607 157062066 UBE3C 156921607 157072066
7 89964537 90020769 GTPBP10 89954537 90030769
7 126078652 126893348 GRM8 126068652 126903348
7 100486346 100487339 UFSP1 100476346 100497339
7 90013035 90142716 CLDN12 90003035 90152716
7 100487615 100494594 ACHE 100477615 100504594
7 157128075 157210133 DNAJB6 157118075 157220133
7 16793160 16824161 TSPAN13 16783160 16834161
7 16831435 16873057 AGR2 16821435 16883057
7 100547187 100611118 MUC3A 100537187 100621118
7 16899029 16921611 AGR3 16889029 16931611
7 100612904 100662230 MUC12 100602904 100672230
7 90095738 90839905 CDK14 90085738 90849905
7 126986844 127071978 ZNF800 126976844 127081978
7 17338246 17385776 AHR 17328246 17395776
7 17830385 17980124 SNX13 17820385 17990124
7 18066405 18067486 PRPS1L1 18056405 18077486
7 45120037 45128513 NACAD 45110037 45138513
7 100663353 100702020 MUC17 100653353 100712020
7 127220672 127233665 GCC1 127210672 127243665
7 45139699 45151646 TBRG4 45129699 45161646
7 127228399 127231759 ARF5 127218399 127241759
7 100728720 100735017 TRIM56 100718720 100745017
7 157331750 158380480 PTPRN2 157321750 158390480
7 90893783 90898123 FZD1 90883783 90908123
7 18126572 19042039 HDAC9 18116572 19052039
7 91321323 91510034 MTERF 91311323 91520034
7 127231463 127242198 FSCN3 127221463 127252198
7 45197390 45225901 RAMP3 45187390 45235901
7 100770370 100782547 SERPINE1 100760370 100792547
7 100797678 100804877 AP1S1 100787678 100814877
7 127250346 127255982 PAX4 127240346 127265982
7 45613739 45762715 ADCY1 45603739 45772715
7 91570181 91739987 AKAP9 91560181 91749987
7 127292234 127732661 SND1 127282234 127742661
7 45927956 45933267 IGFBP1 45917956 45943267
7 158424003 158497520 NCAPG2 158414003 158507520
7 100805790 100808874 VGF 100795790 100818874
7 100813774 100823557 NAT16 100803774 100833557
7 100838288 100844302 MOGAT3 100828288 100854302
7 19060614 19157295 TWIST1 19050614 19167295
7 19184405 19185044 FERD3L 19174405 19195044
7 45951949 45961473 IGFBP3 45941949 45971473
7 19735085 19748710 TWISTNB 19725085 19758710
7 100849258 100861701 PLOD3 100839258 100871701
7 19758933 19813221 TMEM196 19748933 19823221
7 20174278 20257027 MACC1 20164278 20267027
7 20370325 20455377 ITGB8 20360325 20465377
7 47314752 47622156 TNS3 47304752 47632156
7 127667124 127672160 LRRC4 127657124 127682160
7 127881337 127897681 LEP 127871337 127907681
7 20654830 20816658 ABCB5 20644830 20826658
7 127937738 127983962 RBM28 127927738 127993962
7 100860949 100867471 ZNHIT1 100850949 100877471
7 100875373 100882101 CLDN15 100865373 100892101
7 91741465 91772266 CYP51A1 91731465 91782266
7 20823906 20826505 SP8 20813906 20836505
7 100882739 100895597 FIS1 100872739 100905597
7 21467652 21554440 SP4 21457652 21564440
7 47735328 48019178 HUS1 47725328 48029178
7 21582833 21941457 DNAH11 21572833 21951457
7 91741473 91808845 LRRD1 91731473 91818845
7 47814250 47988088 PKD1L1 47804250 47998088
7 127990379 128001739 PRRT4 127980379 128011739
7 100956975 100965104 RABL5 100946975 100975104
7 91828283 91875480 KRIT1 91818283 91885480
7 128032331 128050306 IMPDH1 128022331 128060306
7 47834889 47859445 C7orf69 47824889 47869445
7 48026745 48068716 SUN3 48016745 48078716
7 101006101 101202304 COL26A1 100996101 101212304
7 21940518 21985702 CDCA7L 21930518 21995702
7 158523686 158622944 ESYT2 158513686 158632944
7 101256605 101272576 MYL10 101246605 101282576
7 48128225 48148330 UPP1 48118225 48158330
7 158649269 158749438 WDR60 158639269 158759438
7 101458959 101927249 CUX1 101448959 101937249
7 22157856 22396763 RAPGEF5 22147856 22406763
7 48211055 48687092 ABCA13 48201055 48697092
7 158820866 158937649 VIPR2 158810866 158947649
7 128095903 128098472 HILPDA 128085903 128108472
7 22459063 22672544 STEAP1B 22449063 22682544
7 22765503 22771621 IL6 22755503 22781621
7 49813257 49961546 VWC2 49803257 49971546
7 22852251 22862470 TOMM7 22842251 22872470
7 91875548 92030698 ANKIB1 91865548 92040698
7 128116783 128146656 METTL2B 128106783 128156656
7 49890017 50160925 ZPBP 49880017 50170925
7 22980878 23053749 FAM126A 22970878 23063749
7 50135632 50199426 C7orf72 50125632 50209426
7 92076767 92088150 GATAD1 92066767 92098150
7 50343720 50472799 IKZF1 50333720 50482799
7 92097694 92107300 ERVW-1 92087694 92117300
7 23145353 23217533 KLHL7 23135353 23227533
7 92116334 92157845 PEX1 92106334 92167845
7 50511831 50518088 FIGNL1 50501831 50528088
7 101928405 101962178 SH2B2 101918405 101972178
7 23221446 23240630 NUPL2 23211446 23250630
7 102004319 102067123 PRKRIP1 101994319 102077123
7 50526134 50633154 DDC 50516134 50643154
7 102073553 102097268 ORAI2 102063553 102107268
7 128379346 128411861 CALU 128369346 128421861
7 102096685 102105323 ALKBH4 102086685 102115323
7 102105376 102113615 LRWD1 102095376 102123615
7 23275586 23314727 GPNMB 23265586 23324727
7 128412545 128415844 OPN1SW 128402545 128425844
7 23338358 23351348 MALSU1 23328358 23361348
7 102113565 102119354 POLR2J 102103565 102129354
7 23349828 23510086 IGF2BP3 23339828 23520086
7 102122892 102158228 RASA4B 102112892 102168228
7 128430811 128462186 CCDC136 128420811 128472186
7 50657760 50861159 GRB10 50647760 50871159
7 128470431 128499328 FLNC 128460431 128509328
7 92158087 92167319 RBM48 92148087 92177319
7 23544399 23571660 TRA2A 23534399 23581660
7 128502880 128505898 ATP6V1F 128492880 128515898
7 23636998 23684327 CCDC126 23626998 23694327
7 128577666 128590089 IRF5 128567666 128600089
7 51083909 51384515 COBL 51073909 51394515
7 92234235 92465908 CDK6 92224235 92475908
7 92728829 92747336 SAMD9 92718829 92757336
7 23749786 23872132 STK31 23739786 23882132
7 92759368 92777682 SAMD9L 92749368 92787682
7 54610018 54638773 VSTM2A 54600018 54648773
7 54819943 54827667 SEC61G 54809943 54837667
7 92817899 92855837 HEPACAM2 92807899 92865837
7 128594948 128695198 TNPO3 128584948 128705198
7 55086714 55324313 EGFR 55076714 55334313
7 24323782 24331484 NPY 24313782 24341484
7 24612887 24733812 MPP6 24602887 24743812
7 24737972 24809244 DFNA5 24727972 24819244
7 128784712 128808671 TSPAN33 128774712 128818671
7 55433141 55501435 LANCL2 55423141 55511435
7 128828713 128853386 SMO 128818713 128863386
7 128864864 129070052 AHCYL2 128854864 129080052
7 55503749 55640681 VOPP1 55493749 55650681
7 93053799 93204042 CALCR 93043799 93214042
7 24836158 25021253 OSBPL3 24826158 25031253
7 55861237 55930482 SEPT14 55851237 55940482
7 55954970 56022932 MRPS17 55944970 56032932
7 55955169 56009918 ZNF713 55945169 56019918
7 56019486 56067874 GBAS 56009486 56077874
7 25159710 25164980 CYCS 25149710 25174980
7 93220885 93540577 GNGT1 93210885 93550577
7 93514709 93520303 TFPI2 93504709 93530303
7 56019512 56024192 MRPS17 56009512 56034192
7 129074274 129128240 STRIP2 129064274 129138240
7 25264189 25268105 NPVF 25254189 25278105
7 26191860 26226745 NFE2L3 26181860 26236745
7 56078744 56119297 PSPH 56068744 56129297
7 26229547 26241149 HNRNPA2B1 26219547 26251149
7 129251555 129396922 NRF1 129241555 129406922
7 56119323 56131682 CCT6A 56109323 56141682
7 102178365 102213103 POLR2J3 102168365 102223103
7 129470572 129592789 UBE2H 129460572 129602789
7 102181948 102232891 RP11-514P8.7 102171948 102242891
7 102220093 102257204 RASA4 102210093 102267204
7 129658126 129691291 ZC3HC1 129648126 129701291
7 93551011 93557922 GNG11 93541011 93567922
7 93592074 93633694 BET1 93582074 93643694
7 26240782 26252976 CBX3 26230782 26262976
7 94023873 94060544 COL1A2 94013873 94070544
7 56131695 56148363 SUMF2 56121695 56158363
7 26331541 26413949 SNX10 26321541 26423949
7 26706681 27034858 SKAP2 26696681 27044858
7 129710350 129775560 KLHDC10 129700350 129785560
7 27132612 27135615 HOXA1 27122612 27145615
7 129804555 129847610 TMEM209 129794555 129857610
7 27139721 27142430 HOXA2 27129721 27152430
7 56148440 56160689 PHKG1 56138440 56170689
7 102277472 102283238 UPK3BL 102267472 102293238
7 102277474 102312076 POLR2J2 102267474 102322076
7 102277496 102312088 POLR2J2 102267496 102322088
7 27145803 27192200 HOXA3 27135803 27202200
7 27168126 27170418 HOXA4 27158126 27180418
7 27180671 27183287 HOXA5 27170671 27193287
7 27185015 27190222 HOXA6 27175015 27200222
7 129847700 129856683 SSMEM1 129837700 129866683
7 27193335 27197555 HOXA7 27183335 27207555
7 27202054 27210117 HOXA9 27192054 27220117
7 129906667 129929638 CPA2 129896667 129939638
7 27203154 27219632 RP1-170O19.20 27193154 27229632
7 102389418 102449672 FAM185A 102379418 102459672
7 27210210 27219880 HOXA10 27200210 27229880
7 27221129 27224842 HOXA11 27211129 27234842
7 27233122 27239725 HOXA13 27223122 27249725
7 56169262 56174269 CHCHD2 56159262 56184269
7 27282164 27290112 EVX1 27272164 27300112
7 94138531 94186331 CASD1 94128531 94196331
7 129932974 129964020 CPA4 129922974 129974020
7 57187321 57207571 ZNF479 57177321 57217571
7 57509883 57533252 ZNF716 57499883 57543252
7 63505821 63538927 ZNF727 63495821 63548927
7 63688852 63727309 ZNF679 63678852 63737309
7 63767837 63815238 ZNF736 63757837 63825238
7 102453308 102715286 FBXL13 102443308 102725286
7 63980262 64023484 ZNF680 63970262 64033484
7 27565061 27702614 HIBADH 27555061 27712614
7 64126511 64171404 ZNF107 64116511 64181404
7 94214542 94285521 SGCE 94204542 94295521
7 64254766 64294054 ZNF138 64244766 64304054
7 129984630 130008571 CPA5 129974630 130018571
7 102553438 102585396 LRRC17 102543438 102595396
7 94285637 94299007 PEG10 94275637 94309007
7 102715328 102740205 ARMC10 102705328 102750205
7 27778950 27884183 TAX1BP1 27768950 27894183
7 64330550 64391344 ZNF273 64320550 64401344
7 94536514 94925727 PPP1R9A 94526514 94935727
7 27870192 28220362 JAZF1 27860192 28230362
7 64432154 64467062 ZNF117 64422154 64477062
7 64451187 64467121 ERV3-1 64441187 64477121
7 130020180 130027955 CPA1 130010180 130037955
7 64838712 64866038 ZNF92 64828712 64876038
7 28338940 28865511 CREB5 28328940 28875511
7 65338254 65424550 VKORC1L1 65328254 65434550
7 102740223 102790007 NAPEPLD 102730223 102800007
7 65425671 65447301 GUSB 65415671 65457301
7 94926988 95025673 PON1 94916988 95035673
7 102937869 102969958 PMPCB 102927869 102979958
7 29034847 29235067 CPVL 29024847 29245067
7 130033612 130082274 CEP41 130023612 130092274
7 94989256 95025680 PON3 94979256 95035680
7 65540785 65558545 ASL 65530785 65568545
7 95034175 95064510 PON2 95024175 95074510
7 29161890 29553944 CHN2 29151890 29563944
7 130126012 130146133 MEST 130116012 130156133
7 65552756 65617228 AC068533.7 65542756 65627228
7 102952921 102985320 DNAJC2 102942921 102995320
7 65579591 65619555 CRCP 65569591 65629555
7 65670186 65885530 TPST1 65660186 65895530
7 29603427 29606911 PRR15 29593427 29616911
7 66093868 66276446 KCTD7 66083868 66286446
7 29846102 29956682 WIPF3 29836102 29966682
7 95107756 95169544 ASB4 95097756 95179544
7 29959719 30029905 SCRN1 29949719 30039905
7 30050203 30066300 FKBP14 30040203 30076300
7 102984701 103009842 PSMC2 102974701 103019842
7 95212811 95225803 PDK4 95202811 95235803
7 30067020 30170096 PLEKHA8 30057020 30180096
7 66147151 66276451 RABGEF1 66137151 66286451
7 130146089 130353598 COPG2 130136089 130363598
7 95401866 95739634 DYNC1I1 95391866 95749634
7 66386212 66423538 TMEM248 66376212 66433538
7 130417401 130418888 KLF14 130407401 130428888
7 130794855 131181395 MKLN1 130784855 131191395
7 66452664 66460588 SBDS 66442664 66470588
7 30323923 30452118 ZNRF2 30313923 30462118
7 102993177 103086624 SLC26A5 102983177 103096624
7 66460160 66704501 TYW1 66450160 66714501
7 30464143 30518400 NOD1 30454143 30528400
7 30536237 30591095 GGCT 30526237 30601095
7 69063905 70258054 AUTS2 69053905 70268054
7 131185021 131242976 PODXL 131175021 131252976
7 95749532 95951459 SLC25A13 95739532 95961459
7 30634297 30673649 GARS 30624297 30683649
7 30692200 30739745 CRHR2 30682200 30749745
7 30737601 30797218 INMT 30727601 30807218
7 30791753 30931696 INMT-FAM188B 30781753 30941696
7 131808091 132333447 PLXNA4 131798091 132343447
7 30893010 30965131 AQP1 30883010 30975131
7 30893010 30963427 AQP1 30883010 30973427
7 70597155 71178585 WBSCR17 70587155 71188585
7 96110938 96339203 SHFM1 96100938 96349203
7 30978284 31032869 GHRHR 30968284 31042869
7 132469629 132766848 CHCHD3 132459629 132776848
7 71244476 71912136 CALN1 71234476 71922136
7 103112231 103629963 RELN 103102231 103639963
7 96634860 96640351 DLX6 96624860 96650351
7 96649704 96654409 DLX5 96639704 96664409
7 132937829 133751342 EXOC4 132927829 133761342
7 96745902 96811075 ACN9 96735902 96821075
7 97361220 97369784 TAC1 97351220 97379784
7 31092076 31151089 ADCYAP1R1 31082076 31161089
7 72023729 72298777 TYW1B 72013729 72308777
7 31377075 31380508 NEUROD6 31367075 31390508
7 72349936 72421979 POM121 72339936 72431979
7 97481430 97501854 ASNS 97471430 97511854
7 72430016 72439997 TRIM74 72420016 72449997
7 31726329 31748069 PPP1R17 31716329 31758069
7 31790793 32338941 PDE1C 31780793 32348941
7 72716514 72722864 NSUN5 72706514 72732864
7 103766788 103848495 ORC5 103756788 103858495
7 133812052 133949343 LRGUK 133802052 133959343
7 72726535 72742085 TRIM50 72716535 72752085
7 133974084 134001803 SLC35B4 133964084 134011803
7 72742167 72772634 FKBP6 72732167 72782634
7 72848109 72850450 FZD9 72838109 72860450
7 72854728 72936608 BAZ1B 72844728 72946608
7 134127102 134144036 AKR1B1 134117102 134154036
7 103969104 104549001 LHFPL3 103959104 104559001
7 72950686 72972332 BCL7B 72940686 72982332
7 97613996 97620481 OCM2 97603996 97630481
7 97736197 97838945 LMTK2 97726197 97848945
7 134212344 134226160 AKR1B10 134202344 134236160
7 104654626 104754808 KMT2E 104644626 104764808
7 97840739 97842291 BHLHA15 97830739 97852291
7 134233888 134264627 AKR1B15 134223888 134274627
7 97843936 97881563 TECPR1 97833936 97891563
7 72983262 72993121 TBL2 72973262 73003121
7 32524951 32534895 LSM5 32514951 32544895
7 73007524 73038873 MLXIPL 72997524 73048873
7 134331560 134364565 BPGM 134321560 134374565
7 97881691 97937162 BRI3 97871691 97947162
7 134429003 134655479 CALD1 134419003 134665479
7 97920963 98030380 BAIAP2L1 97910963 98040380
7 98246609 98259180 NPTX2 98236609 98269180
7 32535038 33078516 AVL9 32525038 33088516
7 98444111 98468394 TMEM130 98434111 98478394
7 32907784 32933743 KBTBD2 32897784 32943743
7 104751151 105039755 SRPK2 104741151 105049755
7 32997017 33046543 FKBP9 32987017 33056543
7 73082155 73086442 VPS37D 73072155 73096442
7 73095299 73097783 DNAJC30 73085299 73107783
7 33053742 33102409 NT5C3A 33043742 33112409
7 73097355 73119491 WBSCR22 73087355 73129491
7 98475556 98610866 TRRAP 98465556 98620866
7 33134409 33149013 RP9 33124409 33159013
7 33168856 33645680 BBS9 33158856 33655680
7 105080108 105162714 PUS7 105070108 105172714
7 105172532 105208124 RINT1 105162532 105218124
7 33944523 34195484 BMPER 33934523 34205484
7 73113536 73134002 STX1A 73103536 73144002
7 73150424 73153197 ABHD11 73140424 73163197
7 105205567 105241322 EFCAB10 105195567 105251322
7 34697851 34917944 NPSR1 34687851 34927944
7 73183328 73184600 CLDN3 73173328 73194600
7 73213872 73247014 CLDN4 73203872 73257014
7 98625061 98741723 SMURF1 98615061 98751723
7 98771197 98805129 KPNA7 98761197 98815129
7 73248920 73256865 WBSCR27 73238920 73266865
7 73275489 73280223 WBSCR28 73265489 73290223
7 34968488 35077883 DPY19L1 34958488 35087883
7 105517242 105676877 CDHR3 105507242 105686877
7 35242042 35293758 TBX20 35232042 35303758
7 35672269 35735181 HERPUD2 35662269 35745181
7 98923521 98985787 ARPC1A 98913521 98995787
7 35840542 35944917 SEPT7 35830542 35954917
7 98971872 98992424 ARPC1B 98961872 99002424
7 105730949 105753022 SYPL1 105720949 105763022
7 73442119 73484237 ELN 73432119 73494237
7 98989671 99006452 PDAP1 98979671 99016452
7 99006264 99017239 BUD31 98996264 99027239
7 105888731 105926772 NAMPT 105878731 105936772
7 106505723 106547590 PIK3CG 106495723 106557590
7 99014362 99063787 PTCD1 99004362 99073787
7 99017372 99063820 ATP5J2-PTCD1 99007372 99073820
7 106685094 106802256 PRKAR2B 106675094 106812256
7 99036545 99054994 CPSF4 99026545 99064994
7 106809406 106842974 HBP1 106799406 106852974
7 99046098 99063954 ATP5J2 99036098 99073954
7 106842000 107204959 COG5 106832000 107214959
7 99070464 99101273 ZNF789 99060464 99111273
7 73497263 73536855 LIMK1 73487263 73546855
7 99084142 99097947 ZNF394 99074142 99107947
7 107110463 107116098 GPR22 107100463 107126098
7 107203929 107218906 DUS4L 107193929 107228906
7 99102274 99132323 ZKSCAN5 99092274 99142323
7 99143931 99156159 FAM200A 99133931 99166159
7 107220422 107269615 BCAP29 107210422 107279615
7 73588575 73611431 EIF4H 73578575 73621431
7 99156029 99174076 ZNF655 99146029 99184076
7 73613982 73644161 LAT2 73603982 73654161
7 107301080 107358254 SLC26A4 107291080 107368254
7 107384142 107402112 CBLL1 107374142 107412112
7 73645829 73668774 RFC2 73635829 73678774
7 107405912 107443670 SLC26A3 107395912 107453670
7 73703805 73820273 CLIP2 73693805 73830273
7 73868120 74016931 GTF2IRD1 73858120 74026931
7 107531415 107572175 DLD 107521415 107582175
7 74071994 74175026 GTF2I 74061994 74185026
7 107564244 107643700 LAMB1 107554244 107653700
7 74188309 74203659 NCF1 74178309 74213659
7 74210483 74267847 GTF2IRD2 74200483 74277847
7 74441226 74490064 WBSCR16 74431226 74500064
7 74508364 74565623 GTF2IRD2B 74498364 74575623
7 75024337 75040279 TRIM73 75014337 75050279
7 75046066 75115548 POM121C 75036066 75125548
7 75162621 75368280 HIP1 75152621 75378280
8 8993765 9009084 PPP1R3B 8983765 9019084
8 9413424 9639856 TNKS 9403424 9649856
8 38120648 38126761 PPAPDC1B 38110648 38136761
8 9911778 10286401 MSRA 9901778 10296401
8 141541264 141645718 AGO2 141531264 141655718
8 145674965 145691060 CYHR1 145664965 145701060
8 10383056 10411676 PRSS55 10373056 10421676
8 10463859 10569697 RP1L1 10453859 10579697
8 10530147 10558103 C8orf74 10520147 10568103
8 10581278 10697357 SOX7 10571278 10707357
8 10582909 10697357 SOX7 10572909 10707357
8 38127215 38239790 WHSC1L1 38117215 38249790
8 86132816 86196302 CA13 86122816 86206302
8 10622473 10697394 PINX1 10612473 10707394
8 145691426 145699585 KIFC2 145681426 145709585
8 10753555 11058875 XKR6 10743555 11068875
8 11141925 11185646 MTMR9 11131925 11195646
8 145698795 145701718 FOXH1 145688795 145711718
8 145703352 145727504 PPP1R16A 145693352 145737504
8 11188397 11189717 SLC35G5 11178397 11199717
8 86239837 86291243 CA1 86229837 86301243
8 11351510 11422113 BLK 11341510 11432113
8 11534468 11617511 GATA4 11524468 11627511
8 145728356 145732557 GPT 145718356 145742557
8 38243725 38267045 LETM2 38233725 38277045
8 11627148 11644855 NEIL2 11617148 11654855
8 86285665 86361269 CA3 86275665 86371269
8 86376081 86393722 CA2 86366081 86403722
8 145734457 145736596 MFSD3 145724457 145746596
8 11653082 11696818 FDFT1 11643082 11706818
8 141667999 142012315 PTK2 141657999 142022315
8 86568695 86575726 REXO1L1P 86558695 86585726
8 86747543 86749570 REXO1L11P 86737543 86759570
8 86756718 86758745 REXO1L10P 86746718 86768745
8 86999552 87166457 ATP6V0D2 86989552 87176457
8 87060602 87100850 PSKH2 87050602 87110850
8 145736667 145743229 RECQL4 145726667 145753229
8 87226281 87333375 SLC7A13 87216281 87343375
8 38268656 38326352 FGFR1 38258656 38336352
8 87354967 87490649 WWP1 87344967 87500649
8 145747761 145752416 LRRC24 145737761 145762416
8 145751117 145754516 C8orf82 145741117 145764516
8 11700033 11726957 CTSB 11690033 11736957
8 145754563 145911194 ARHGAP39 145744563 145921194
8 145946298 145981802 ZNF251 145936298 145991802
8 120177273 120257913 MAL2 120167273 120267913
8 145998499 146012730 ZNF34 145988499 146022730
8 142127377 142205907 DENND3 142117377 142215907
8 11831446 11832108 DEFB136 11821446 11842108
8 11839830 11842099 DEFB135 11829830 11852099
8 11850692 11853821 DEFB134 11840692 11863821
8 11921898 11929256 DEFB130 11911898 11939256
8 11961898 11973025 ZNF705D 11951898 11983025
8 11994677 11996586 USP17L2 11984677 12006586
8 87480486 87526586 RMDN1 87470486 87536586
8 146015150 146017972 RPL8 146005150 146027972
8 87497059 87573726 CPNE3 87487059 87583726
8 12168471 12175825 DEFB130 12158471 12185825
8 142217265 142318404 SLC45A4 142207265 142328404
8 12579403 12613582 LONRF1 12569403 12623582
8 87566205 87755903 CNGB3 87556205 87765903
8 142366600 142377367 GPR20 142356600 142387367
8 142402093 142441620 PTP4A3 142392093 142451620
8 146024261 146036554 ZNF517 146014261 146046554
8 146052849 146072894 ZNF7 146042849 146082894
8 12803151 12889012 KIAA1456 12793151 12899012
8 12940870 13373167 DLC1 12930870 13383167
8 143293441 143484601 TSNARE1 143283441 143494601
8 38585704 38710546 TACC1 38575704 38720546
8 143530791 143626370 BAI1 143520791 143636370
8 146066427 146079121 COMMD5 146056427 146089121
8 13424352 13425796 C8orf48 13414352 13435796
8 145106167 145118735 OPLAH 145096167 145128735
8 13947373 15095848 SGCZ 13937373 15105848
8 146076632 146127553 ZNF250 146066632 146137553
8 15274724 15624158 TUSC3 15264724 15634158
8 143692405 143696833 ARC 143682405 143706833
8 143751726 143764142 PSCA 143741726 143774142
8 143781529 143786545 LY6K 143771529 143796545
8 146155744 146176274 ZNF16 146145744 146186274
8 38758753 38831428 PLEKHA2 38748753 38841428
8 143808621 143818345 THEM6 143798621 143828345
8 15965387 16424999 MSR1 15955387 16434999
8 88882973 88886296 DCAF4L2 88872973 88896296
8 89044237 89340254 MMP16 89034237 89350254
8 16849678 16859690 FGF20 16839678 16869690
8 16884747 16980153 MICU3 16874747 16990153
8 38831683 38846181 HTRA4 38821683 38856181
8 38846327 38854343 TM2D2 38836327 38864343
8 17013538 17082308 ZDHHC2 17003538 17092308
8 90769975 90803291 RIPK2 90759975 90813291
8 17086737 17104387 CNOT7 17076737 17114387
8 38854388 38962663 ADAM9 38844388 38972663
8 90914087 90940116 OSGIN2 90904087 90950116
8 90945564 91015456 NBN 90935564 91025456
8 17104080 17159936 VPS37A 17094080 17169936
8 143822362 143823829 SLURP1 143812362 143833829
8 143831568 143833952 LYPD2 143821568 143843952
8 143845752 143859640 LYNX1 143835752 143869640
8 17155539 17271037 MTMR7 17145539 17281037
8 91013633 91064320 DECR1 91003633 91074320
8 143866296 143868008 LY6D 143856296 143878008
8 143915663 143997922 GML 143905663 144007922
8 143953772 143961262 CYP11B1 143943772 143971262
8 17354597 17428082 SLC7A2 17344597 17438082
8 143991975 143999259 CYP11B2 143981975 144009259
8 38964509 39142430 ADAM32 38954509 39152430
8 91070836 91107703 CALB1 91060836 91117703
8 144099399 144105249 LY6E 144089399 144115249
8 17433942 17501580 PDGFRL 17423942 17511580
8 91634223 91803860 TMEM64 91624223 91813860
